"id","detect","date","type","ind","size","turb","cobground","cobveg0_10","cobveg10_30","cobveg30_100","cobveg100_300","cobveg300_","temp","wind","pc1","pc2","pc3"
665,1,"02/07/2013","dog","d2",105,"t28",20.75,41.25,19.75,0.5,4.25,10.5,21.35,7,1.00253,-0.2229,-0.55238
666,1,"02/07/2013","dog","d2",45,"t21",42.5,40,13,7.25,6.75,2,21.35,7,0.65101,-0.38493,0.60084
667,1,"02/07/2013","dog","d2",45,"t19",6.75,20,4.25,9.25,34.25,20,21.35,7,-0.55918,1.13784,-0.89902
668,1,"02/07/2013","dog","d2",45,"t26",13.75,75,16.25,21.25,22.5,0.5,21.35,7,-0.89022,-1.63079,-1.18049
669,1,"02/07/2013","dog","d2",45,"t17",6.25,68.75,5.75,5.25,5.5,15,21.35,7,1.21681,-0.39014,-1.67783
670,1,"02/07/2013","dog","d2",45,"t28",20.75,41.25,19.75,0.5,4.25,10.5,21.35,7,1.00253,-0.2229,-0.55238
671,1,"02/07/2013","dog","d2",45,"t23",47.5,52.5,18.75,17.5,28.75,1.5,21.35,7,-0.97761,-0.99616,0.68532
672,1,"02/07/2013","dog","d2",45,"t30",62.5,24.25,16.75,0,0,8.75,21.35,7,1.30814,0.36418,1.53829
673,0,"16/07/2013","human","h2",36.5,"t24",47.5,51.25,9.25,7.75,23.75,3,23.22,18,0.2047,-0.64293,0.81415
674,0,"16/07/2013","human","h2",36.5,"t24",47.5,51.25,9.25,7.75,23.75,3,23.22,18,0.2047,-0.64293,0.81415
675,0,"16/07/2013","human","h2",36.5,"t21",42.5,40,13,7.25,6.75,2,23.22,18,0.65101,-0.38493,0.60084
676,0,"16/07/2013","human","h2",36.5,"t20",13.25,21.25,9,21.25,6.75,17.5,23.22,18,-0.50766,1.09824,-1.04203
677,0,"16/07/2013","human","h2",42.5,"t21",42.5,40,13,7.25,6.75,2,23.22,18,0.65101,-0.38493,0.60084
678,0,"16/07/2013","human","h2",42.5,"t20",13.25,21.25,9,21.25,6.75,17.5,23.22,18,-0.50766,1.09824,-1.04203
679,1,"16/07/2013","human","h2",45,"t20",13.25,21.25,9,21.25,6.75,17.5,23.22,18,-0.50766,1.09824,-1.04203
680,0,"16/07/2013","human","h2",45,"t21",42.5,40,13,7.25,6.75,2,23.22,18,0.65101,-0.38493,0.60084
681,0,"16/07/2013","human","h2",36.5,"t22",60,52.5,10.5,16.5,37.5,0.75,23.22,18,-0.94647,-0.8439,1.39535
682,1,"16/07/2013","human","h2",42.5,"t22",60,52.5,10.5,16.5,37.5,0.75,23.22,18,-0.94647,-0.8439,1.39535
683,0,"16/07/2013","human","h2",45,"t22",60,52.5,10.5,16.5,37.5,0.75,23.22,18,-0.94647,-0.8439,1.39535
684,0,"16/07/2013","human","h2",36.5,"t27",4.5,68.75,17.5,6,1.25,8.75,23.22,18,0.94948,-1.01861,-1.69741
685,0,"16/07/2013","human","h2",45,"t27",4.5,68.75,17.5,6,1.25,8.75,23.22,18,0.94948,-1.01861,-1.69741
686,0,"16/07/2013","dog","d2",36.5,"t24",47.5,51.25,9.25,7.75,23.75,3,23.22,18,0.2047,-0.64293,0.81415
687,1,"16/07/2013","dog","d2",36.5,"t21",42.5,40,13,7.25,6.75,2,23.22,18,0.65101,-0.38493,0.60084
688,1,"16/07/2013","dog","d2",36.5,"t20",13.25,21.25,9,21.25,6.75,17.5,23.22,18,-0.50766,1.09824,-1.04203
689,0,"16/07/2013","dog","d2",36.5,"t22",60,52.5,10.5,16.5,37.5,0.75,23.22,18,-0.94647,-0.8439,1.39535
690,1,"16/07/2013","dog","d2",42.5,"t21",42.5,40,13,7.25,6.75,2,23.22,18,0.65101,-0.38493,0.60084
691,1,"16/07/2013","dog","d2",42.5,"t20",13.25,21.25,9,21.25,6.75,17.5,23.22,18,-0.50766,1.09824,-1.04203
692,1,"16/07/2013","dog","d2",45,"t22",60,52.5,10.5,16.5,37.5,0.75,23.22,18,-0.94647,-0.8439,1.39535
693,1,"16/07/2013","dog","d2",45,"t24",47.5,51.25,9.25,7.75,23.75,3,23.22,18,0.2047,-0.64293,0.81415
694,1,"16/07/2013","dog","d2",45,"t20",13.25,21.25,9,21.25,6.75,17.5,23.22,18,-0.50766,1.09824,-1.04203
695,1,"16/07/2013","dog","d2",45,"t22",60,52.5,10.5,16.5,37.5,0.75,23.22,18,-0.94647,-0.8439,1.39535
696,0,"16/07/2013","dog","d2",45,"t21",42.5,40,13,7.25,6.75,2,23.22,18,0.65101,-0.38493,0.60084
697,0,"30/07/2013","human","h2",48.5,"t34",29.5,14.5,1.25,26.25,28.75,20,22.23,14,-1.47262,1.55839,-0.13146
698,0,"30/07/2013","human","h2",48.5,"t35",12,75,5.25,13.75,4.5,3.75,22.23,14,0.67544,-1.08577,-1.34647
699,0,"30/07/2013","human","h2",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,22.23,14,-1.57595,-0.63486,0.46642
700,1,"30/07/2013","human","h2",48.5,"t33",6.25,29.5,28.25,11.25,32.5,12.5,22.23,14,-1.28051,-0.1695,-1.01797
701,0,"30/07/2013","human","h2",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,22.23,14,-1.57595,-0.63486,0.46642
702,0,"30/07/2013","human","h2",48.5,"t35",12,75,5.25,13.75,4.5,3.75,22.23,14,0.67544,-1.08577,-1.34647
703,0,"30/07/2013","human","h2",50,"t31",32.5,31.25,21.5,15.5,39.25,0.5,22.23,14,-1.57595,-0.63486,0.46642
704,1,"30/07/2013","human","h2",50,"t33",6.25,29.5,28.25,11.25,32.5,12.5,22.23,14,-1.28051,-0.1695,-1.01797
705,0,"30/07/2013","human","h2",50,"t34",29.5,14.5,1.25,26.25,28.75,20,22.23,14,-1.47262,1.55839,-0.13146
706,0,"30/07/2013","human","h2",56,"t34",29.5,14.5,1.25,26.25,28.75,20,22.23,14,-1.47262,1.55839,-0.13146
707,0,"30/07/2013","human","h2",56,"t35",12,75,5.25,13.75,4.5,3.75,22.23,14,0.67544,-1.08577,-1.34647
708,1,"30/07/2013","human","h2",56,"t33",6.25,29.5,28.25,11.25,32.5,12.5,22.23,14,-1.28051,-0.1695,-1.01797
709,1,"30/07/2013","dog","d2",48.5,"t34",29.5,14.5,1.25,26.25,28.75,20,22.23,14,-1.47262,1.55839,-0.13146
710,1,"30/07/2013","dog","d2",48.5,"t35",12,75,5.25,13.75,4.5,3.75,22.23,14,0.67544,-1.08577,-1.34647
711,1,"30/07/2013","dog","d2",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,22.23,14,-1.57595,-0.63486,0.46642
712,1,"30/07/2013","dog","d2",48.5,"t33",6.25,29.5,28.25,11.25,32.5,12.5,22.23,14,-1.28051,-0.1695,-1.01797
713,0,"30/07/2013","dog","d2",48.5,"t31",32.5,31.25,21.5,15.5,39.25,0.5,22.23,14,-1.57595,-0.63486,0.46642
714,1,"30/07/2013","dog","d2",48.5,"t35",12,75,5.25,13.75,4.5,3.75,22.23,14,0.67544,-1.08577,-1.34647
715,1,"30/07/2013","dog","d2",50,"t31",32.5,31.25,21.5,15.5,39.25,0.5,22.23,14,-1.57595,-0.63486,0.46642
716,1,"30/07/2013","dog","d2",50,"t33",6.25,29.5,28.25,11.25,32.5,12.5,22.23,14,-1.28051,-0.1695,-1.01797
717,0,"30/07/2013","dog","d2",50,"t34",29.5,14.5,1.25,26.25,28.75,20,22.23,14,-1.47262,1.55839,-0.13146
718,1,"30/07/2013","dog","d2",56,"t34",29.5,14.5,1.25,26.25,28.75,20,22.23,14,-1.47262,1.55839,-0.13146
719,0,"30/07/2013","dog","d2",56,"t35",12,75,5.25,13.75,4.5,3.75,22.23,14,0.67544,-1.08577,-1.34647
720,1,"30/07/2013","dog","d2",56,"t33",6.25,29.5,28.25,11.25,32.5,12.5,22.23,14,-1.28051,-0.1695,-1.01797
