"id","detect","date","type","ind","size","turb","cobground","cobveg0_10","cobveg10_30","cobveg30_100","cobveg100_300","cobveg300_","temp","wind","pc1","pc2","pc3"
456,1,"08/02/2013","dog","d2",68.5,"t36",18.25,18,9,12,10.75,33.75,2.46,29,0.08563,1.98917,-1.03635
457,1,"08/02/2013","dog","d2",40,"t34",29.5,14.5,1.25,26.25,28.75,20,2.46,29,-1.47262,1.55839,-0.13146
458,1,"08/02/2013","dog","d2",68.5,"t34",29.5,14.5,1.25,26.25,28.75,20,2.46,29,-1.47262,1.55839,-0.13146
459,1,"08/02/2013","dog","d2",34.5,"t34",29.5,14.5,1.25,26.25,28.75,20,2.46,29,-1.47262,1.55839,-0.13146
460,0,"20/02/2013","human","h1",23,"t24",47.5,51.25,9.25,7.75,23.75,3,6.86,18,0.2047,-0.64293,0.81415
461,0,"20/02/2013","human","h1",34.5,"t24",47.5,51.25,9.25,7.75,23.75,3,6.86,18,0.2047,-0.64293,0.81415
462,0,"20/02/2013","human","h1",23,"t20",13.25,21.25,9,21.25,6.75,17.5,6.86,18,-0.50766,1.09824,-1.04203
463,0,"20/02/2013","human","h1",34.5,"t20",13.25,21.25,9,21.25,6.75,17.5,6.86,18,-0.50766,1.09824,-1.04203
464,0,"20/02/2013","human","h1",46.5,"t21",42.5,40,13,7.25,6.75,2,6.86,18,0.65101,-0.38493,0.60084
465,0,"20/02/2013","human","h1",68.5,"t21",42.5,40,13,7.25,6.75,2,6.86,18,0.65101,-0.38493,0.60084
466,0,"20/02/2013","human","h1",66.5,"t21",42.5,40,13,7.25,6.75,2,6.86,18,0.65101,-0.38493,0.60084
467,0,"20/02/2013","human","h1",121,"t27",4.5,68.75,17.5,6,1.25,8.75,6.86,18,0.94948,-1.01861,-1.69741
468,0,"20/02/2013","human","h1",34.5,"t27",4.5,68.75,17.5,6,1.25,8.75,6.86,18,0.94948,-1.01861,-1.69741
469,1,"20/02/2013","human","h1",121,"t22",60,52.5,10.5,16.5,37.5,0.75,6.86,18,-0.94647,-0.8439,1.39535
470,0,"20/02/2013","human","h1",66.5,"t22",60,52.5,10.5,16.5,37.5,0.75,6.86,18,-0.94647,-0.8439,1.39535
471,0,"20/02/2013","human","h1",34.5,"t22",60,52.5,10.5,16.5,37.5,0.75,6.86,18,-0.94647,-0.8439,1.39535
472,1,"20/02/2013","dog","d2",23,"t20",13.25,21.25,9,21.25,6.75,17.5,6.86,18,-0.50766,1.09824,-1.04203
473,1,"20/02/2013","dog","d2",34.5,"t20",13.25,21.25,9,21.25,6.75,17.5,6.86,18,-0.50766,1.09824,-1.04203
474,1,"20/02/2013","dog","d2",23,"t24",47.5,51.25,9.25,7.75,23.75,3,6.86,18,0.2047,-0.64293,0.81415
475,1,"20/02/2013","dog","d2",34.5,"t24",47.5,51.25,9.25,7.75,23.75,3,6.86,18,0.2047,-0.64293,0.81415
476,1,"20/02/2013","dog","d2",46.5,"t21",42.5,40,13,7.25,6.75,2,6.86,18,0.65101,-0.38493,0.60084
477,1,"20/02/2013","dog","d2",121,"t27",4.5,68.75,17.5,6,1.25,8.75,6.86,18,0.94948,-1.01861,-1.69741
478,1,"20/02/2013","dog","d2",68.5,"t21",42.5,40,13,7.25,6.75,2,6.86,18,0.65101,-0.38493,0.60084
479,1,"20/02/2013","dog","d2",66.5,"t21",42.5,40,13,7.25,6.75,2,6.86,18,0.65101,-0.38493,0.60084
480,1,"20/02/2013","dog","d2",34.5,"t27",4.5,68.75,17.5,6,1.25,8.75,6.86,18,0.94948,-1.01861,-1.69741
481,1,"20/02/2013","dog","d2",121,"t22",60,52.5,10.5,16.5,37.5,0.75,6.86,18,-0.94647,-0.8439,1.39535
482,1,"20/02/2013","dog","d2",66.5,"t22",60,52.5,10.5,16.5,37.5,0.75,6.86,18,-0.94647,-0.8439,1.39535
483,1,"20/02/2013","dog","d2",34.5,"t22",60,52.5,10.5,16.5,37.5,0.75,6.86,18,-0.94647,-0.8439,1.39535
484,1,"27/02/2013","dog","d2",34.5,"t5",52.5,16.25,15,8.25,12,40,0.92,29,0.30369,2.25278,0.35772
485,1,"27/02/2013","dog","d2",68.5,"t6",28.75,27.5,9.75,16.25,33.75,6.25,0.92,29,-1.10918,0.13246,0.19232
486,1,"27/02/2013","dog","d2",66.5,"t4",38,40,11,0.25,4.25,5,0.92,29,1.31546,-0.20367,0.41781
487,0,"27/02/2013","dog","d2",21.5,"t2",41.25,43.75,16.75,9.5,25,5.5,0.92,29,-0.2758,-0.51513,0.52214
488,1,"27/02/2013","dog","d2",68.5,"t8",37.5,27.5,11.25,7.5,2.5,6.25,0.92,29,0.72537,0.26178,0.4019
489,0,"27/02/2013","dog","d2",34.5,"t1",52.5,23.25,13.75,18,1.75,12.5,0.92,29,-0.04293,0.74425,0.76299
490,1,"27/02/2013","dog","d2",40,"t9",68.75,13,20.5,3,7.5,6.75,0.92,29,0.60683,0.45576,2.0273
491,1,"27/02/2013","dog","d2",121,"t7",45,57.5,3.5,1.25,2.5,0,0.92,29,1.69648,-0.72758,0.62544
492,1,"27/02/2013","dog","d2",21.5,"t7",45,57.5,3.5,1.25,2.5,0,0.92,29,1.69648,-0.72758,0.62544
493,1,"27/02/2013","dog","d2",34.5,"t7",45,57.5,3.5,1.25,2.5,0,0.92,29,1.69648,-0.72758,0.62544
494,1,"12/03/2013","dog","d2",24.5,"t10",35,23.75,6.75,6.75,0.75,0,3.71,29,0.90573,0.16007,0.53131
495,1,"12/03/2013","dog","d2",40,"t10",35,23.75,6.75,6.75,0.75,0,3.71,29,0.90573,0.16007,0.53131
496,1,"12/03/2013","dog","d2",34.5,"t10",35,23.75,6.75,6.75,0.75,0,3.71,29,0.90573,0.16007,0.53131
497,1,"12/03/2013","dog","d2",40,"t13",58.75,23.75,9.25,7,2.5,13.75,3.71,29,0.91098,0.86667,1.19806
498,1,"12/03/2013","dog","d2",34.5,"t12",42.5,17.5,12,17,30,17.5,3.71,29,-1.0712,1.01233,0.56655
499,0,"12/03/2013","dog","d2",21.5,"t11",18.25,35,16.75,15.75,11.75,11.25,3.71,29,-0.392,0.10978,-0.74705
500,1,"12/03/2013","dog","d2",34.5,"t11",18.25,35,16.75,15.75,11.75,11.25,3.71,29,-0.392,0.10978,-0.74705
501,1,"12/03/2013","dog","d2",24.5,"t9",68.75,13,20.5,3,7.5,6.75,3.71,29,0.60683,0.45576,2.0273
502,1,"19/03/2013","dog","d2",24.5,"t14",11.25,51.25,18,26.25,43.75,6,7.6,25,-2.3285,-0.82652,-0.99457
503,1,"19/03/2013","dog","d2",40,"t15",27.5,52.5,23.75,20.25,11.25,0.5,7.6,25,-0.75141,-1.10251,-0.40118
505,1,"19/03/2013","dog","d2",34.5,"t15",27.5,52.5,23.75,20.25,11.25,0.5,7.6,25,-0.75141,-1.10251,-0.40118
506,1,"19/03/2013","dog","d2",28,"t19",6.75,20,4.25,9.25,34.25,20,7.6,25,-0.55918,1.13784,-0.89902
507,1,"19/03/2013","dog","d2",40,"t19",6.75,20,4.25,9.25,34.25,20,7.6,25,-0.55918,1.13784,-0.89902
508,1,"19/03/2013","dog","d2",24.5,"t18",62.5,13.75,3.5,3.75,2.5,17.5,7.6,25,1.25793,1.49777,1.47775
509,1,"19/03/2013","dog","d2",34.5,"t18",62.5,13.75,3.5,3.75,2.5,17.5,7.6,25,1.25793,1.49777,1.47775
510,1,"19/03/2013","dog","d2",28,"t16",65,51.25,6.75,8,7.5,0,7.6,25,0.94243,-0.58966,1.51318
511,1,"19/03/2013","dog","d2",40,"t16",65,51.25,6.75,8,7.5,0,7.6,25,0.94243,-0.58966,1.51318
512,0,"19/03/2013","dog","d2",21.5,"t17",6.25,68.75,5.75,5.25,5.5,15,7.6,25,1.21681,-0.39014,-1.67783
513,1,"19/03/2013","dog","d2",40,"t17",6.25,68.75,5.75,5.25,5.5,15,7.6,25,1.21681,-0.39014,-1.67783
514,1,"19/03/2013","dog","d2",34.5,"t17",6.25,68.75,5.75,5.25,5.5,15,7.6,25,1.21681,-0.39014,-1.67783
515,0,"26/03/2013","dog","d2",24.5,"t21",42.5,40,13,7.25,6.75,2,9.17,36,0.65101,-0.38493,0.60084
516,1,"26/03/2013","dog","d2",17,"t23",47.5,52.5,18.75,17.5,28.75,1.5,9.17,36,-0.97761,-0.99616,0.68532
517,1,"26/03/2013","dog","d2",34.5,"t23",47.5,52.5,18.75,17.5,28.75,1.5,9.17,36,-0.97761,-0.99616,0.68532
518,1,"26/03/2013","dog","d2",34.5,"t21",42.5,40,13,7.25,6.75,2,9.17,36,0.65101,-0.38493,0.60084
519,0,"26/03/2013","dog","d2",40,"t20",13.25,21.25,9,21.25,6.75,17.5,9.17,36,-0.50766,1.09824,-1.04203
520,1,"26/03/2013","dog","d2",34.5,"t20",13.25,21.25,9,21.25,6.75,17.5,9.17,36,-0.50766,1.09824,-1.04203
521,1,"26/03/2013","dog","d2",40,"t22",60,52.5,10.5,16.5,37.5,0.75,9.17,36,-0.94647,-0.8439,1.39535
522,1,"26/03/2013","dog","d2",36.5,"t22",60,52.5,10.5,16.5,37.5,0.75,9.17,36,-0.94647,-0.8439,1.39535
523,1,"04/04/2013","dog","d2",33.5,"t27",4.5,68.75,17.5,6,1.25,8.75,7.24,22,0.94948,-1.01861,-1.69741
524,1,"04/04/2013","dog","d2",34.5,"t27",4.5,68.75,17.5,6,1.25,8.75,7.24,22,0.94948,-1.01861,-1.69741
525,1,"04/04/2013","dog","d2",33.5,"t28",20.75,41.25,19.75,0.5,4.25,10.5,7.24,22,1.00253,-0.2229,-0.55238
526,1,"04/04/2013","dog","d2",33.5,"t26",13.75,75,16.25,21.25,22.5,0.5,7.24,22,-0.89022,-1.63079,-1.18049
529,1,"04/04/2013","dog","d2",48.5,"t24",47.5,51.25,9.25,7.75,23.75,3,7.24,22,0.2047,-0.64293,0.81415
530,1,"04/04/2013","dog","d2",48.5,"t30",62.5,24.25,16.75,0,0,8.75,7.24,22,1.30814,0.36418,1.53829
531,1,"04/04/2013","dog","d2",45,"t28",20.75,41.25,19.75,0.5,4.25,10.5,7.24,22,1.00253,-0.2229,-0.55238
532,1,"09/04/2013","dog","d2",46,"t31",32.5,31.25,21.5,15.5,39.25,0.5,9.74,29,-1.57595,-0.63486,0.46642
533,1,"09/04/2013","dog","d2",23.3,"t33",6.25,29.5,28.25,11.25,32.5,12.5,9.74,29,-1.28051,-0.1695,-1.01797
534,1,"09/04/2013","dog","d2",23.3,"t32",18.25,27,13.5,1.25,5,47.5,9.74,29,1.11215,2.31924,-1.44372
535,1,"09/04/2013","dog","d2",46,"t42",18.75,42.5,5,1.25,0,32.5,9.74,29,1.63075,1.34733,-1.23241
536,1,"09/04/2013","dog","d2",68.5,"t36",18.25,18,9,12,10.75,33.75,9.74,29,0.08563,1.98917,-1.03635
537,1,"09/04/2013","dog","d2",68.5,"t34",29.5,14.5,1.25,26.25,28.75,20,9.74,29,-1.47262,1.55839,-0.13146
538,0,"09/04/2013","dog","d2",46,"t37",30.5,36.25,7.25,12.75,7.5,6.25,9.74,29,0.31147,0.10616,-0.03801
539,0,"16/04/2013","human","h1",24.5,"t4",38,40,11,0.25,4.25,5,17.98,11,1.31546,-0.20367,0.41781
540,0,"16/04/2013","human","h1",28,"t4",38,40,11,0.25,4.25,5,17.98,11,1.31546,-0.20367,0.41781
541,0,"16/04/2013","human","h1",18,"t4",38,40,11,0.25,4.25,5,17.98,11,1.31546,-0.20367,0.41781
542,0,"16/04/2013","human","h1",24.5,"t5",52.5,16.25,15,8.25,12,40,17.98,11,0.30369,2.25278,0.35772
543,0,"16/04/2013","human","h1",28,"t5",52.5,16.25,15,8.25,12,40,17.98,11,0.30369,2.25278,0.35772
544,0,"16/04/2013","human","h1",18,"t5",52.5,16.25,15,8.25,12,40,17.98,11,0.30369,2.25278,0.35772
545,0,"16/04/2013","human","h1",24.5,"t6",28.75,27.5,9.75,16.25,33.75,6.25,17.98,11,-1.10918,0.13246,0.19232
546,0,"16/04/2013","human","h1",28,"t6",28.75,27.5,9.75,16.25,33.75,6.25,17.98,11,-1.10918,0.13246,0.19232
547,0,"16/04/2013","human","h1",18,"t6",28.75,27.5,9.75,16.25,33.75,6.25,17.98,11,-1.10918,0.13246,0.19232
548,1,"23/04/2013","human","h2",24.5,"t20",13.25,21.25,9,21.25,6.75,17.5,10.26,18,-0.50766,1.09824,-1.04203
549,1,"23/04/2013","human","h2",28,"t20",13.25,21.25,9,21.25,6.75,17.5,10.26,18,-0.50766,1.09824,-1.04203
550,1,"23/04/2013","human","h2",18,"t20",13.25,21.25,9,21.25,6.75,17.5,10.26,18,-0.50766,1.09824,-1.04203
551,0,"23/04/2013","human","h2",24.5,"t21",42.5,40,13,7.25,6.75,2,10.26,18,0.65101,-0.38493,0.60084
552,0,"23/04/2013","human","h2",24.5,"t22",60,52.5,10.5,16.5,37.5,0.75,10.26,18,-0.94647,-0.8439,1.39535
553,0,"23/04/2013","human","h2",28,"t21",42.5,40,13,7.25,6.75,2,10.26,18,0.65101,-0.38493,0.60084
554,0,"23/04/2013","human","h2",28,"t22",60,52.5,10.5,16.5,37.5,0.75,10.26,18,-0.94647,-0.8439,1.39535
555,0,"23/04/2013","human","h2",18,"t22",60,52.5,10.5,16.5,37.5,0.75,10.26,18,-0.94647,-0.8439,1.39535
556,0,"23/04/2013","human","h2",18,"t21",42.5,40,13,7.25,6.75,2,10.26,18,0.65101,-0.38493,0.60084
557,0,"23/04/2013","human","h2",24.5,"t24",47.5,51.25,9.25,7.75,23.75,3,10.26,18,0.2047,-0.64293,0.81415
558,0,"23/04/2013","human","h2",28,"t24",47.5,51.25,9.25,7.75,23.75,3,10.26,18,0.2047,-0.64293,0.81415
559,0,"23/04/2013","human","h2",18,"t24",47.5,51.25,9.25,7.75,23.75,3,10.26,18,0.2047,-0.64293,0.81415
560,0,"23/04/2013","human","h2",24.5,"t27",4.5,68.75,17.5,6,1.25,8.75,10.26,18,0.94948,-1.01861,-1.69741
561,0,"23/04/2013","human","h2",28,"t27",4.5,68.75,17.5,6,1.25,8.75,10.26,18,0.94948,-1.01861,-1.69741
562,0,"23/04/2013","human","h2",18,"t27",4.5,68.75,17.5,6,1.25,8.75,10.26,18,0.94948,-1.01861,-1.69741
563,1,"23/04/2013","dog","d2",24.5,"t24",47.5,51.25,9.25,7.75,23.75,3,10.26,18,0.2047,-0.64293,0.81415
564,1,"23/04/2013","dog","d2",24.5,"t24",47.5,51.25,9.25,7.75,23.75,3,10.26,18,0.2047,-0.64293,0.81415
565,1,"23/04/2013","dog","d2",28,"t24",47.5,51.25,9.25,7.75,23.75,3,10.26,18,0.2047,-0.64293,0.81415
566,1,"23/04/2013","dog","d2",18,"t24",47.5,51.25,9.25,7.75,23.75,3,10.26,18,0.2047,-0.64293,0.81415
567,0,"07/05/2013","human","h2",28,"t33",6.25,29.5,28.25,11.25,32.5,12.5,16.44,18,-1.28051,-0.1695,-1.01797
568,0,"07/05/2013","human","h2",21,"t33",6.25,29.5,28.25,11.25,32.5,12.5,16.44,18,-1.28051,-0.1695,-1.01797
569,1,"07/05/2013","human","h2",45,"t33",6.25,29.5,28.25,11.25,32.5,12.5,16.44,18,-1.28051,-0.1695,-1.01797
570,0,"07/05/2013","human","h2",33,"t36",18.25,18,9,12,10.75,33.75,16.44,18,0.08563,1.98917,-1.03635
571,0,"07/05/2013","human","h2",28,"t36",18.25,18,9,12,10.75,33.75,16.44,18,0.08563,1.98917,-1.03635
572,0,"07/05/2013","human","h2",45,"t36",18.25,18,9,12,10.75,33.75,16.44,18,0.08563,1.98917,-1.03635
573,0,"07/05/2013","human","h2",28,"t34",29.5,14.5,1.25,26.25,28.75,20,16.44,18,-1.47262,1.55839,-0.13146
574,0,"07/05/2013","human","h2",21,"t34",29.5,14.5,1.25,26.25,28.75,20,16.44,18,-1.47262,1.55839,-0.13146
575,1,"07/05/2013","human","h2",45,"t34",29.5,14.5,1.25,26.25,28.75,20,16.44,18,-1.47262,1.55839,-0.13146
576,0,"07/05/2013","human","h2",28,"t31",32.5,31.25,21.5,15.5,39.25,0.5,16.44,18,-1.57595,-0.63486,0.46642
577,0,"07/05/2013","human","h2",21,"t31",32.5,31.25,21.5,15.5,39.25,0.5,16.44,18,-1.57595,-0.63486,0.46642
578,1,"07/05/2013","human","h2",45,"t31",32.5,31.25,21.5,15.5,39.25,0.5,16.44,18,-1.57595,-0.63486,0.46642
579,0,"07/05/2013","human","h2",28,"t35",12,75,5.25,13.75,4.5,3.75,16.44,18,0.67544,-1.08577,-1.34647
580,0,"07/05/2013","human","h2",21,"t35",12,75,5.25,13.75,4.5,3.75,16.44,18,0.67544,-1.08577,-1.34647
581,1,"07/05/2013","human","h2",45,"t35",12,75,5.25,13.75,4.5,3.75,16.44,18,0.67544,-1.08577,-1.34647
582,1,"07/05/2013","dog","d2",21,"t33",6.25,29.5,28.25,11.25,32.5,12.5,16.44,18,-1.28051,-0.1695,-1.01797
583,1,"07/05/2013","dog","d2",45,"t33",6.25,29.5,28.25,11.25,32.5,12.5,16.44,18,-1.28051,-0.1695,-1.01797
584,1,"07/05/2013","dog","d2",28,"t31",32.5,31.25,21.5,15.5,39.25,0.5,16.44,18,-1.57595,-0.63486,0.46642
585,1,"07/05/2013","dog","d2",21,"t31",32.5,31.25,21.5,15.5,39.25,0.5,16.44,18,-1.57595,-0.63486,0.46642
586,1,"07/05/2013","dog","d2",45,"t31",32.5,31.25,21.5,15.5,39.25,0.5,16.44,18,-1.57595,-0.63486,0.46642
587,1,"07/05/2013","dog","d2",33,"t36",18.25,18,9,12,10.75,33.75,16.44,18,0.08563,1.98917,-1.03635
588,1,"07/05/2013","dog","d2",92,"t36",18.25,18,9,12,10.75,33.75,16.44,18,0.08563,1.98917,-1.03635
589,1,"07/05/2013","dog","d2",28,"t35",12,75,5.25,13.75,4.5,3.75,16.44,18,0.67544,-1.08577,-1.34647
590,1,"07/05/2013","dog","d2",45,"t35",12,75,5.25,13.75,4.5,3.75,16.44,18,0.67544,-1.08577,-1.34647
591,1,"21/05/2013","dog","d2",92,"t1",52.5,23.25,13.75,18,1.75,12.5,9.85,14,-0.04293,0.74425,0.76299
592,1,"21/05/2013","dog","d2",92,"t8",37.5,27.5,11.25,7.5,2.5,6.25,9.85,14,0.72537,0.26178,0.4019
593,1,"21/05/2013","dog","d2",45,"t7",45,57.5,3.5,1.25,2.5,0,9.85,14,1.69648,-0.72758,0.62544
594,1,"21/05/2013","dog","d2",24.5,"t10",35,23.75,6.75,6.75,0.75,0,9.85,14,0.90573,0.16007,0.53131
595,1,"21/05/2013","dog","d2",45,"t5",52.5,16.25,15,8.25,12,40,9.85,14,0.30369,2.25278,0.35772
596,1,"28/05/2013","human","h2",92,"t24",47.5,51.25,9.25,7.75,23.75,3,12.12,29,0.2047,-0.64293,0.81415
597,1,"28/05/2013","dog","d2",41,"t19",6.75,20,4.25,9.25,34.25,20,12.12,29,-0.55918,1.13784,-0.89902
598,1,"28/05/2013","dog","d2",77.5,"t13",58.75,23.75,9.25,7,2.5,13.75,12.12,29,0.91098,0.86667,1.19806
599,0,"28/05/2013","dog","d2",92,"t15",27.5,52.5,23.75,20.25,11.25,0.5,12.12,29,-0.75141,-1.10251,-0.40118
600,1,"28/05/2013","dog","d2",41,"t17",6.25,68.75,5.75,5.25,5.5,15,12.12,29,1.21681,-0.39014,-1.67783
601,1,"04/06/2013","dog","d2",33.5,"t24",47.5,51.25,9.25,7.75,23.75,3,17.65,18,0.2047,-0.64293,0.81415
602,1,"04/06/2013","dog","d2",92,"t30",62.5,24.25,16.75,0,0,8.75,17.65,18,1.30814,0.36418,1.53829
603,0,"04/06/2013","dog","d2",56,"t21",42.5,40,13,7.25,6.75,2,17.65,18,0.65101,-0.38493,0.60084
604,1,"04/06/2013","dog","d2",28,"t23",47.5,52.5,18.75,17.5,28.75,1.5,17.65,18,-0.97761,-0.99616,0.68532
605,0,"04/06/2013","dog","d2",28,"t26",13.75,75,16.25,21.25,22.5,0.5,17.65,18,-0.89022,-1.63079,-1.18049
606,1,"11/06/2013","dog","d2",56,"t35",12,75,5.25,13.75,4.5,3.75,18.21,14,0.67544,-1.08577,-1.34647
607,1,"11/06/2013","dog","d2",105,"t33",6.25,29.5,28.25,11.25,32.5,12.5,18.21,14,-1.28051,-0.1695,-1.01797
610,1,"11/06/2013","dog","d2",56,"t37",30.5,36.25,7.25,12.75,7.5,6.25,18.21,14,0.31147,0.10616,-0.03801
611,1,"18/06/2013","human","h2",105,"t2",41.25,43.75,16.75,9.5,25,5.5,14.27,25,-0.2758,-0.51513,0.52214
612,1,"18/06/2013","human","h2",45,"t2",41.25,43.75,16.75,9.5,25,5.5,14.27,25,-0.2758,-0.51513,0.52214
613,0,"18/06/2013","human","h2",46.5,"t6",28.75,27.5,9.75,16.25,33.75,6.25,14.27,25,-1.10918,0.13246,0.19232
614,0,"18/06/2013","human","h2",46.5,"t5",52.5,16.25,15,8.25,12,40,14.27,25,0.30369,2.25278,0.35772
615,1,"18/06/2013","human","h2",39.5,"t5",52.5,16.25,15,8.25,12,40,14.27,25,0.30369,2.25278,0.35772
616,1,"18/06/2013","human","h2",105,"t6",28.75,27.5,9.75,16.25,33.75,6.25,14.27,25,-1.10918,0.13246,0.19232
617,0,"18/06/2013","human","h2",45,"t6",28.75,27.5,9.75,16.25,33.75,6.25,14.27,25,-1.10918,0.13246,0.19232
618,0,"18/06/2013","human","h2",22,"t5",52.5,16.25,15,8.25,12,40,14.27,25,0.30369,2.25278,0.35772
619,0,"18/06/2013","human","h2",46.5,"t4",38,40,11,0.25,4.25,5,14.27,25,1.31546,-0.20367,0.41781
620,0,"18/06/2013","human","h2",46.5,"t1",52.5,23.25,13.75,18,1.75,12.5,14.27,25,-0.04293,0.74425,0.76299
621,0,"18/06/2013","human","h2",39.5,"t1",52.5,23.25,13.75,18,1.75,12.5,14.27,25,-0.04293,0.74425,0.76299
622,0,"18/06/2013","human","h2",45,"t4",38,40,11,0.25,4.25,5,14.27,25,1.31546,-0.20367,0.41781
623,0,"18/06/2013","human","h2",22,"t4",38,40,11,0.25,4.25,5,14.27,25,1.31546,-0.20367,0.41781
624,1,"18/06/2013","dog","d2",46.5,"t5",52.5,16.25,15,8.25,12,40,14.27,25,0.30369,2.25278,0.35772
625,1,"18/06/2013","dog","d2",46.5,"t1",52.5,23.25,13.75,18,1.75,12.5,14.27,25,-0.04293,0.74425,0.76299
626,1,"18/06/2013","dog","d2",46.5,"t6",28.75,27.5,9.75,16.25,33.75,6.25,14.27,25,-1.10918,0.13246,0.19232
627,1,"18/06/2013","dog","d2",46.5,"t4",38,40,11,0.25,4.25,5,14.27,25,1.31546,-0.20367,0.41781
628,0,"18/06/2013","dog","d2",39.5,"t1",52.5,23.25,13.75,18,1.75,12.5,14.27,25,-0.04293,0.74425,0.76299
629,1,"18/06/2013","dog","d2",39.5,"t5",52.5,16.25,15,8.25,12,40,14.27,25,0.30369,2.25278,0.35772
630,1,"18/06/2013","dog","d2",39.5,"t4",38,40,11,0.25,4.25,5,14.27,25,1.31546,-0.20367,0.41781
631,1,"18/06/2013","dog","d2",105,"t6",28.75,27.5,9.75,16.25,33.75,6.25,14.27,25,-1.10918,0.13246,0.19232
632,1,"18/06/2013","dog","d2",105,"t2",41.25,43.75,16.75,9.5,25,5.5,14.27,25,-0.2758,-0.51513,0.52214
633,1,"18/06/2013","dog","d2",45,"t2",41.25,43.75,16.75,9.5,25,5.5,14.27,25,-0.2758,-0.51513,0.52214
634,1,"18/06/2013","dog","d2",45,"t6",28.75,27.5,9.75,16.25,33.75,6.25,14.27,25,-1.10918,0.13246,0.19232
635,0,"18/06/2013","dog","d2",22,"t4",38,40,11,0.25,4.25,5,14.27,25,1.31546,-0.20367,0.41781
636,0,"18/06/2013","dog","d2",22,"t5",52.5,16.25,15,8.25,12,40,14.27,25,0.30369,2.25278,0.35772
637,0,"24/06/2013","dog","d2",46.5,"t15",27.5,52.5,23.75,20.25,11.25,0.5,20.03,18,-0.75141,-1.10251,-0.40118
638,1,"24/06/2013","dog","d2",46.5,"t11",18.25,35,16.75,15.75,11.75,11.25,20.03,18,-0.392,0.10978,-0.74705
639,0,"24/06/2013","dog","d2",46.5,"t7",45,57.5,3.5,1.25,2.5,0,20.03,18,1.69648,-0.72758,0.62544
640,1,"24/06/2013","dog","d2",46.5,"t13",58.75,23.75,9.25,7,2.5,13.75,20.03,18,0.91098,0.86667,1.19806
641,1,"24/06/2013","dog","d2",46.5,"t9",68.75,13,20.5,3,7.5,6.75,20.03,18,0.60683,0.45576,2.0273
642,1,"24/06/2013","dog","d2",40,"t9",68.75,13,20.5,3,7.5,6.75,20.03,18,0.60683,0.45576,2.0273
643,0,"24/06/2013","dog","d2",40,"t13",58.75,23.75,9.25,7,2.5,13.75,20.03,18,0.91098,0.86667,1.19806
644,1,"24/06/2013","dog","d2",40,"t15",27.5,52.5,23.75,20.25,11.25,0.5,20.03,18,-0.75141,-1.10251,-0.40118
645,1,"24/06/2013","dog","d2",40,"t11",18.25,35,16.75,15.75,11.75,11.25,20.03,18,-0.392,0.10978,-0.74705
646,1,"24/06/2013","dog","d2",40,"t7",45,57.5,3.5,1.25,2.5,0,20.03,18,1.69648,-0.72758,0.62544
647,0,"24/06/2013","dog","d2",18,"t11",18.25,35,16.75,15.75,11.75,11.25,20.03,18,-0.392,0.10978,-0.74705
648,1,"24/06/2013","dog","d2",18,"t13",58.75,23.75,9.25,7,2.5,13.75,20.03,18,0.91098,0.86667,1.19806
649,1,"24/06/2013","dog","d2",18,"t9",68.75,13,20.5,3,7.5,6.75,20.03,18,0.60683,0.45576,2.0273
650,1,"24/06/2013","dog","d2",18,"t7",45,57.5,3.5,1.25,2.5,0,20.03,18,1.69648,-0.72758,0.62544
651,1,"02/07/2013","dog","d2",57,"t17",6.25,68.75,5.75,5.25,5.5,15,21.35,7,1.21681,-0.39014,-1.67783
652,1,"02/07/2013","dog","d2",57,"t19",6.75,20,4.25,9.25,34.25,20,21.35,7,-0.55918,1.13784,-0.89902
653,1,"02/07/2013","dog","d2",57,"t23",47.5,52.5,18.75,17.5,28.75,1.5,21.35,7,-0.97761,-0.99616,0.68532
654,1,"02/07/2013","dog","d2",57,"t21",42.5,40,13,7.25,6.75,2,21.35,7,0.65101,-0.38493,0.60084
655,1,"02/07/2013","dog","d2",28,"t26",13.75,75,16.25,21.25,22.5,0.5,21.35,7,-0.89022,-1.63079,-1.18049
656,0,"02/07/2013","dog","d2",28,"t21",42.5,40,13,7.25,6.75,2,21.35,7,0.65101,-0.38493,0.60084
657,1,"02/07/2013","dog","d2",28,"t23",47.5,52.5,18.75,17.5,28.75,1.5,21.35,7,-0.97761,-0.99616,0.68532
658,1,"02/07/2013","dog","d2",28,"t17",6.25,68.75,5.75,5.25,5.5,15,21.35,7,1.21681,-0.39014,-1.67783
659,1,"02/07/2013","dog","d2",28,"t28",20.75,41.25,19.75,0.5,4.25,10.5,21.35,7,1.00253,-0.2229,-0.55238
660,0,"02/07/2013","dog","d2",28,"t19",6.75,20,4.25,9.25,34.25,20,21.35,7,-0.55918,1.13784,-0.89902
661,0,"02/07/2013","dog","d2",28,"t30",62.5,24.25,16.75,0,0,8.75,21.35,7,1.30814,0.36418,1.53829
662,1,"02/07/2013","dog","d2",105,"t26",13.75,75,16.25,21.25,22.5,0.5,21.35,7,-0.89022,-1.63079,-1.18049
663,1,"02/07/2013","dog","d2",105,"t30",62.5,24.25,16.75,0,0,8.75,21.35,7,1.30814,0.36418,1.53829
664,1,"02/07/2013","dog","d2",105,"t32",18.25,27,13.5,1.25,5,47.5,21.35,7,1.11215,2.31924,-1.44372
